"filename", "language", "Markdown", "C++", "Ini", "XML", "JSON", "JavaScript", "Protocol Buffers", "CMake", "Shell Script", "Qrc", "QSS", "comment", "blank", "total"
"/home/whx/文档/code/github/WhxChat/QtPanel/clickedlabel.cpp", "C++", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 87
"/home/whx/文档/code/github/WhxChat/QtPanel/clickedlabel.h", "C++", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 43
"/home/whx/文档/code/github/WhxChat/QtPanel/global.cpp", "C++", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 26
"/home/whx/文档/code/github/WhxChat/QtPanel/global.h", "C++", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 14, 92
"/home/whx/文档/code/github/WhxChat/QtPanel/httpmanager.cpp", "C++", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 61
"/home/whx/文档/code/github/WhxChat/QtPanel/httpmanager.h", "C++", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 14, 58
"/home/whx/文档/code/github/WhxChat/QtPanel/logindialog.cpp", "C++", 0, 265, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 69, 360
"/home/whx/文档/code/github/WhxChat/QtPanel/logindialog.h", "C++", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 27, 102
"/home/whx/文档/code/github/WhxChat/QtPanel/logindialog.ui", "XML", 0, 0, 0, 373, 0, 0, 0, 0, 0, 0, 0, 0, 1, 374
"/home/whx/文档/code/github/WhxChat/QtPanel/main.cpp", "C++", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 36
"/home/whx/文档/code/github/WhxChat/QtPanel/mainwindow.cpp", "C++", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 28, 115
"/home/whx/文档/code/github/WhxChat/QtPanel/mainwindow.h", "C++", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 13, 58
"/home/whx/文档/code/github/WhxChat/QtPanel/mainwindow.ui", "XML", 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 1, 44
"/home/whx/文档/code/github/WhxChat/QtPanel/particleeffect.cpp", "C++", 0, 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 37, 214
"/home/whx/文档/code/github/WhxChat/QtPanel/particleeffect.h", "C++", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 16, 86
"/home/whx/文档/code/github/WhxChat/QtPanel/registerdialog.cpp", "C++", 0, 326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 73, 418
"/home/whx/文档/code/github/WhxChat/QtPanel/registerdialog.h", "C++", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 22, 90
"/home/whx/文档/code/github/WhxChat/QtPanel/registerdialog.ui", "XML", 0, 0, 0, 535, 0, 0, 0, 0, 0, 0, 0, 0, 1, 536
"/home/whx/文档/code/github/WhxChat/QtPanel/resetdialog.cpp", "C++", 0, 262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 70, 351
"/home/whx/文档/code/github/WhxChat/QtPanel/resetdialog.h", "C++", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 23, 78
"/home/whx/文档/code/github/WhxChat/QtPanel/resetdialog.ui", "XML", 0, 0, 0, 340, 0, 0, 0, 0, 0, 0, 0, 0, 1, 341
"/home/whx/文档/code/github/WhxChat/QtPanel/resources.qrc", "Qrc", 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 1, 19
"/home/whx/文档/code/github/WhxChat/QtPanel/resources/config.ini", "Ini", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/whx/文档/code/github/WhxChat/QtPanel/singleton.h", "C++", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 50
"/home/whx/文档/code/github/WhxChat/QtPanel/style/stylesheet.qss", "QSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 13, 69
"/home/whx/文档/code/github/WhxChat/QtPanel/tcpmanager.cpp", "C++", 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 34, 173
"/home/whx/文档/code/github/WhxChat/QtPanel/tcpmanager.h", "C++", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 54
"/home/whx/文档/code/github/WhxChat/QtPanel/timerbtn.cpp", "C++", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 42
"/home/whx/文档/code/github/WhxChat/QtPanel/timerbtn.h", "C++", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21
"/home/whx/文档/code/github/WhxChat/README.md", "Markdown", 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 136
"/home/whx/文档/code/github/WhxChat/ServerPanel/ChatServer/CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 9, 39
"/home/whx/文档/code/github/WhxChat/ServerPanel/ChatServer/config/config.ini", "Ini", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"/home/whx/文档/code/github/WhxChat/ServerPanel/ChatServer/include/AsioIOContextPool.h", "C++", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 34
"/home/whx/文档/code/github/WhxChat/ServerPanel/ChatServer/include/ConfigManager.h", "C++", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 88
"/home/whx/文档/code/github/WhxChat/ServerPanel/ChatServer/include/LogManager.h", "C++", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 22, 105
"/home/whx/文档/code/github/WhxChat/ServerPanel/ChatServer/include/Singleton.h", "C++", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 44
"/home/whx/文档/code/github/WhxChat/ServerPanel/ChatServer/src/AsioIOContextPool.cc", "C++", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 53
"/home/whx/文档/code/github/WhxChat/ServerPanel/ChatServer/src/ChatServer.cc", "C++", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 31
"/home/whx/文档/code/github/WhxChat/ServerPanel/ChatServer/src/ConfigManager.cc", "C++", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28
"/home/whx/文档/code/github/WhxChat/ServerPanel/ChatServer/src/LogManager.cc", "C++", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 104
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 17, 75
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/config/config.ini", "Ini", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/include/AsioIOServicePool.h", "C++", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/include/CServer.h", "C++", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/include/ConfigManager.h", "C++", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 85
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/include/HttpConnection.h", "C++", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 14, 52
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/include/LogManager.h", "C++", 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 21, 103
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/include/LogicSystem.h", "C++", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 35
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/include/MysqlDao.h", "C++", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 22, 92
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/include/MysqlManager.h", "C++", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 37
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/include/RedisManager.h", "C++", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 30, 107
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/include/Singleton.h", "C++", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 44
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/include/StatusGrpcClient.h", "C++", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 62
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/include/VerifyGrpcClient.h", "C++", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15, 57
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/include/const.h", "C++", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 12, 78
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/include/message.grpc.pb.h", "C++", 0, 713, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 15, 752
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/include/message.pb.h", "C++", 0, 1342, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 222, 1722
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/proto/message.proto", "Protocol Buffers", 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 10, 45
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/src/AsioIOServicePool.cc", "C++", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 48
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/src/CServer.cc", "C++", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 40
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/src/ConfigManger.cc", "C++", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/src/GateServer.cc", "C++", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 54
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/src/HttpConnection.cc", "C++", 0, 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26, 219
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/src/LogManager.cc", "C++", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 104
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/src/LogicSystem.cc", "C++", 0, 267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 44, 322
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/src/MysqlDao.cc", "C++", 0, 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 49, 278
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/src/MysqlManager.cc", "C++", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 32
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/src/RedisManafer.cc", "C++", 0, 371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 90, 463
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/src/StatusGrpcClient.cc", "C++", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 98
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/src/VerifyGrpcClient.cc", "C++", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 87
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/src/message.grpc.pb.cc", "C++", 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 35, 190
"/home/whx/文档/code/github/WhxChat/ServerPanel/GateServer/src/message.pb.cc", "C++", 0, 1406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 206, 1756
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 17, 75
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/config/config.ini", "Ini", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/include/AsioIOServicePool.h", "C++", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/include/ConfigManager.h", "C++", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 85
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/include/LogManager.h", "C++", 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 21, 103
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/include/MysqlDao.h", "C++", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 22, 92
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/include/MysqlManager.h", "C++", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 37
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/include/RedisManager.h", "C++", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 30, 107
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/include/Singleton.h", "C++", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 44
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/include/StatusServiceImpl.h", "C++", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 50
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/include/const.h", "C++", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 13, 93
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/include/message.grpc.pb.h", "C++", 0, 713, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 15, 752
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/include/message.pb.h", "C++", 0, 1342, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 222, 1722
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/proto/message.proto", "Protocol Buffers", 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 10, 45
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/src/AsioIOServicePool.cc", "C++", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 48
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/src/ConfigManger.cc", "C++", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/src/LogManager.cc", "C++", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 104
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/src/MysqlDao.cc", "C++", 0, 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 49, 278
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/src/MysqlManager.cc", "C++", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 32
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/src/RedisManafer.cc", "C++", 0, 371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 90, 463
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/src/StatusServer.cc", "C++", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 74
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/src/StatusServiceImpl.cc", "C++", 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 110
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/src/message.grpc.pb.cc", "C++", 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 35, 190
"/home/whx/文档/code/github/WhxChat/ServerPanel/StatusServer/src/message.pb.cc", "C++", 0, 1406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 206, 1756
"/home/whx/文档/code/github/WhxChat/ServerPanel/VarifyServer/config.js", "JavaScript", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 6, 27
"/home/whx/文档/code/github/WhxChat/ServerPanel/VarifyServer/config.json", "JSON", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 2, 18
"/home/whx/文档/code/github/WhxChat/ServerPanel/VarifyServer/const.js", "JavaScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 2, 14
"/home/whx/文档/code/github/WhxChat/ServerPanel/VarifyServer/email.js", "JavaScript", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 2, 35
"/home/whx/文档/code/github/WhxChat/ServerPanel/VarifyServer/message.proto", "Protocol Buffers", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 4, 17
"/home/whx/文档/code/github/WhxChat/ServerPanel/VarifyServer/package-lock.json", "JSON", 0, 0, 0, 0, 917, 0, 0, 0, 0, 0, 0, 0, 1, 918
"/home/whx/文档/code/github/WhxChat/ServerPanel/VarifyServer/package.json", "JSON", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 1, 20
"/home/whx/文档/code/github/WhxChat/ServerPanel/VarifyServer/proto.js", "JavaScript", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 5, 20
"/home/whx/文档/code/github/WhxChat/ServerPanel/VarifyServer/redis.js", "JavaScript", 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 7, 77
"/home/whx/文档/code/github/WhxChat/ServerPanel/VarifyServer/server.js", "JavaScript", 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 1, 10, 79
"/home/whx/文档/code/github/WhxChat/scripts/aClient.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/whx/文档/code/github/WhxChat/scripts/aGateServer.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/whx/文档/code/github/WhxChat/scripts/aStatusServer.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/whx/文档/code/github/WhxChat/scripts/aVarify.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 4, 21
"/home/whx/文档/code/github/WhxChat/scripts/bClientCompile.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 5, 21
"/home/whx/文档/code/github/WhxChat/scripts/bGateServerCompile.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 5, 21
"/home/whx/文档/code/github/WhxChat/scripts/bStatusCompile.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 5, 21
"/home/whx/文档/code/github/WhxChat/scripts/zConfigAllEnvir.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 177, 0, 0, 2, 40, 219
"/home/whx/文档/code/github/WhxChat/someElse/api.cc", "C++", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 37
"/home/whx/文档/code/github/WhxChat/someElse/defer.cc", "C++", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 40
"Total", "-", 104, 12811, 56, 1291, 952, 219, 83, 146, 245, 18, 56, 1113, 2673, 19767